ranking,name,review_counts,url,phone,address,review_stars
,"            Win’s Chinese Restaurant
        ",13,https://www.yelp.ca/biz/wins-chinese-restaurant-vancouver?search_key=86573,"        (604) 224-1822
    ","             1909 W 4th Ave Vancouver ,  BC   V6J 1M7 
        ",3.0
,"            Rudies Chinese Dim Sum
        ",,https://www.yelp.ca/biz/rudies-chinese-dim-sum-vancouver?search_key=37513,"        (604) 688-9111
    ","             388 Hastings St E Vancouver ,  BC   V6A 1P4 
        ",
,"            Mui Garden Restaurant
        ",2,https://www.yelp.ca/biz/mui-garden-restaurant-vancouver?search_key=13132,"        (604) 301-1278
    ","             6956 Victoria Dr Vancouver ,  BC   V5P 3Y8 
        ",3.0
,"            My Home Cuisine
        ",16,https://www.yelp.ca/biz/my-home-cuisine-vancouver?search_key=13132,"        (604) 221-7482
    ","             5728 University Boulevard Suite B9 Vancouver ,  BC   V6T 1K6 
        ",3.5
,"            Dinesty Dumpling House
        ",31,https://www.yelp.ca/biz/dinesty-dumpling-house-burnaby-3?search_key=13132,"        (604) 439-0009
    ","             4501 Kingsway Suite 104 Burnaby ,  BC   V5H 4V8 
        ",2.5
,"            House of Canton Chinese Restaurant
        ",10,https://www.yelp.ca/biz/house-of-canton-chinese-restaurant-vancouver?search_key=13132,"        (604) 876-6110
    ","             4298 Main Vancouver ,  BC   V5V 3P9 
        ",2.5
,"            Grand Chinese Hot Pot
        ",5,https://www.yelp.ca/biz/grand-chinese-hot-pot-vancouver?search_key=13132,"        (604) 435-1258
    ","             6967 Victoria Dr Vancouver ,  BC   V5P 3Y7 
        ",3.5
,"            Pelican Seafood Restaurant
        ",53,https://www.yelp.ca/biz/pelican-seafood-restaurant-vancouver?search_key=13132,"        (604) 251-3395
    ","             1895 Hastings Street E Vancouver ,  BC   V5L 1T3 
        ",3.0
,"            Chef Hung Taiwanese Beef Noodle
        ",34,https://www.yelp.ca/biz/chef-hung-taiwanese-beef-noodle-vancouver-3?search_key=13132,"        (604) 228-8765
    ","             3313 Shrum Lane Unit 102 Vancouver ,  BC   V6S 0C8 
        ",3.0
,"            Grand Dynasty
        ",36,https://www.yelp.ca/biz/grand-dynasty-burnaby-2?search_key=13132,"        (604) 432-6002
    ","             4331 Dominion St Burnaby ,  BC   V5G 3E3 
        ",3.0
,"            Teemway BBQ & Fresh Meat
        ",2,https://www.yelp.ca/biz/teemway-bbq-and-fresh-meat-vancouver-2?search_key=13132,"        (604) 327-7481
    ","             6651 Victoria Drive Vancouver ,  BC   V5P 3Y2 
        ",3.5
,"            Best Dim Sum Co
        ",4,https://www.yelp.ca/biz/best-dim-sum-co-vancouver?search_key=19305,"        (604) 677-5031
    ","             2800 1st Avenue E Suite 217 Vancouver ,  BC   V5M 4P1 
        ",3.5
,"            Hoy’s Wonton House
        ",33,https://www.yelp.ca/biz/hoys-wonton-house-vancouver?search_key=13132,"        (604) 874-4433
    ","             1202 Kingsway Vancouver ,  BC   V5V 3E1 
        ",2.0
,"            Oriental Dumpling King
        ",12,https://www.yelp.ca/biz/oriental-dumpling-king-richmond?search_key=22891,"        (604) 279-1728
    ","             4200 Number 3 Rd Richmond ,  BC   V6X 4E8 
        ",3.0
,"            Buddha’s Orient Express
        ",14,https://www.yelp.ca/biz/buddhas-orient-express-vancouver?search_key=19305,"        (604) 873-5885
    ","             2450 Commercial Dr Vancouver ,  BC   V5N 
        ",2.5
,"            Fritou
        ",2,https://www.yelp.ca/biz/fritou-vancouver?search_key=19305,,"             1391 E 41st Avenue Vancouver ,  BC   V5W 1R7 
        ",3.5
,"            AA Plus Restaurant
        ",6,https://www.yelp.ca/biz/aa-plus-restaurant-vancouver?search_key=19305,"        (604) 565-8121
    ","             5207 Victoria Drive Vancouver ,  BC   V5P 3V4 
        ",3.5
,"            Gold Penny Restaurant
        ",24,https://www.yelp.ca/biz/gold-penny-restaurant-vancouver?search_key=19305,"        (604) 258-4128
    ","             2060 Hastings Street E Vancouver ,  BC   V5L 1T8 
        ",3.0
,"            Wah Bo Food
        ",1,https://www.yelp.ca/biz/wah-bo-food-vancouver?search_key=19305,"        (604) 323-8811
    ","             7053 Victoria Drive Vancouver ,  BC   V5P 3Y9 
        ",4.0
,"            On On Wonton House
        ",22,https://www.yelp.ca/biz/on-on-wonton-house-burnaby?search_key=19305,"        (604) 437-4000
    ","             5640 Kingsway Burnaby ,  BC   V5H 2G5 
        ",3.0
,"            Hu Tong
        ",9,https://www.yelp.ca/biz/hu-tong-vancouver?search_key=19305,"        (604) 559-6622
    ","             2942 W Broadway Vancouver ,  BC   V6K 2G6 
        ",2.0
,"            Jane’s at The Heights
        ",35,https://www.yelp.ca/biz/janes-at-the-heights-burnaby-2?search_key=19305,"        (604) 293-1343
    ","             4217 Hastings Street Burnaby ,  BC   V5C 2J5 
        ",4.0
,"            Lee Garden Seafood Restaurant
        ",26,https://www.yelp.ca/biz/lee-garden-seafood-restaurant-burnaby?search_key=19305,"        (604) 428-8885
    ","             6401 Kingsway Suite 110 Burnaby ,  BC   V5E 0A6 
        ",3.0
,"            K K Dollar Hotpot
        ",15,https://www.yelp.ca/biz/k-k-dollar-hotpot-richmond?search_key=22891,"        (604) 279-5588
    ","             4200 No 3 Road Suite 200 Richmond ,  BC   V6X 2C2 
        ",3.5
,"            Simon’s Kitchen
        ",10,https://www.yelp.ca/biz/simons-kitchen-vancouver?search_key=69158,"        (604) 734-1135
    ","             4418 Dunbar Street Vancouver ,  BC   V6S 2G5 
        ",2.0
,"            China Creek Housing Company-Op
        ",1,https://www.yelp.ca/biz/china-creek-housing-company-op-vancouver?search_key=69158,"        (604) 876-4286
    ","             1230 8th Avenue E Vancouver ,  BC   V5T 1V2 
        ",5.0
,"            Neptune Seafood Restaurant
        ",61,https://www.yelp.ca/biz/neptune-seafood-restaurant-richmond?search_key=20084,"        (604) 207-9888
    ","             8171 Ackroyd Road Suite 100 Richmond ,  BC   V6X 3K1 
        ",3.0
,"            Li’s China Grill
        ",14,https://www.yelp.ca/biz/lis-china-grill-vancouver?search_key=69158,,"             3377 Kingsway Vancouver ,  BC   V5R 5K6 
        ",2.0
,"            Joyce Jiaozi
        ",12,https://www.yelp.ca/biz/joyce-jiaozi-vancouver?search_key=69158,"        (604) 436-5678
    ","             5171 Joyce St Vancouver ,  BC   V5R 4G8 
        ",3.5
,"            Mi Mary’s Noodle and Liquor Bar
        ",5,https://www.yelp.ca/biz/mi-marys-noodle-and-liquor-bar-vancouver-2?search_key=69158,"        (604) 731-9892
    ","             3188 Macdonald Street Vancouver ,  BC   V6K 4W7 
        ",3.0
,"            Timkee Kitchen
        ",27,https://www.yelp.ca/biz/timkee-kitchen-vancouver?search_key=69158,"        (604) 738-8628
    ","             2365 Burrard Street Vancouver ,  BC   V6J 3J2 
        ",1.5
,"            Asian Tasty Restaurant
        ",4,https://www.yelp.ca/biz/asian-tasty-restaurant-vancouver?search_key=69158,"        (604) 256-1213
    ","             1161 Davie Street Vancouver ,  BC   V6E 1N2 
        ",4.0
,"            Hopewell Chinese Kitchen
        ",6,https://www.yelp.ca/biz/hopewell-chinese-kitchen-vancouver?search_key=69158,"        (604) 251-3386
    ","             2800 1st Avenue E Vancouver ,  BC   V5M 4P4 
        ",3.5
,"            Monk Bistro
        ",2,https://www.yelp.ca/biz/monk-bistro-vancouver?search_key=69158,"        (778) 379-2190
    ","             792 Denman Street Vancouver ,  BC   V6G 1C9 
        ",4.5
,"            Thumbs Up Hot Pot
        ",3,https://www.yelp.ca/biz/thumbs-up-hot-pot-richmond?search_key=20084,"        (604) 285-6122
    ","             4731 Garden City Road Suite 150 Richmond ,  BC   V6X 3M7 
        ",4.0
,"            Spring Garden Chinese Seafood Restaurant
        ",21,https://www.yelp.ca/biz/spring-garden-chinese-seafood-restaurant-new-westminster?search_key=20084,"        (604) 525-6000
    ","             832 12th Street New Westminster ,  BC   V3M 4K3 
        ",4.0
,"            Mr. Ho Wonton House
        ",52,https://www.yelp.ca/biz/mr-ho-wonton-house-burnaby?search_key=69158,"        (604) 540-6746
    ","             6731 Kingsway Burnaby ,  BC   V5E 1E4 
        ",3.0
,"            Wang Shun Ge Restaurant
        ",4,https://www.yelp.ca/biz/wang-shun-ge-restaurant-richmond?search_key=20084,"        (604) 303-1192
    ","             1180-8391 Alexandra Road Richmond ,  BC   V6X 1C3 
        ",4.0
,"            St Dora Dim Sum
        ",,https://www.yelp.ca/biz/st-dora-dim-sum-vancouver?search_key=20084,"        (604) 689-8810
    ","             210 Keefer St Vancouver ,  BC   V6A 1X5 
        ",
,"            Cathy House Company
        ",4,https://www.yelp.ca/biz/cathy-house-company-vancouver?search_key=81487,"        (604) 321-8589
    ","             6965 Victoria Dr Vancouver ,  BC   V5P 3Y7 
        ",3.0
,"            Yao Sun Loong Kong Chicken
        ",2,https://www.yelp.ca/biz/yao-sun-loong-kong-chicken-vancouver?search_key=81487,"        (604) 215-9932
    ","             2800 1st Ave E Vancouver ,  BC   V5M 4P1 
        ",4.0
,"            Golden Lake Seafood Restaurant
        ",35,https://www.yelp.ca/biz/golden-lake-seafood-restaurant-vancouver?search_key=81487,"        (604) 298-2468
    ","             3555 Hastings Street E Vancouver ,  BC   V5K 2B1 
        ",3.0
,"            Delicious Bbq
        ",9,https://www.yelp.ca/biz/delicious-bbq-burnaby?search_key=81487,"        (604) 433-8261
    ","             4500 Kingsway Burnaby ,  BC   V5H 2A9 
        ",3.0
,"            Broadway Chinese Restaurant
        ",14,https://www.yelp.ca/biz/broadway-chinese-restaurant-vancouver?search_key=81487,"        (604) 731-0488
    ","             1410 W Broadway St Vancouver ,  BC   V6H 1H4 
        ",2.0
,"            Red 6
        ",9,https://www.yelp.ca/biz/red-6-burnaby?search_key=81487,"        (604) 298-2022
    ","             5901 Broadway Unit 8 Burnaby ,  BC   V5B 2X7 
        ",4.0
,"            Golden Eats Seafood Restaurant
        ",7,https://www.yelp.ca/biz/golden-eats-seafood-restaurant-vancouver?search_key=81487,"        (604) 336-3389
    ","             2141 Kingsway Vancouver ,  BC   V5N 2T5 
        ",2.5
,"            On Lok
        ",43,https://www.yelp.ca/biz/on-lok-vancouver?search_key=81487,"        (604) 253-3856
    ","             2010 Hastings Street E Vancouver ,  BC   V5L 1T8 
        ",3.0
,"            Imperial City Bistro
        ",8,https://www.yelp.ca/biz/imperial-city-bistro-richmond?search_key=19675,"        (604) 270-7799
    ","             3671 Westminster Highway Suite 140 Richmond ,  BC   V7C 5W5 
        ",3.5
,"            Griller House Cafe
        ",9,https://www.yelp.ca/biz/griller-house-cafe-burnaby?search_key=81487,"        (604) 553-2609
    ","             7487 Edmonds Street Unit G&H Burnaby ,  BC   V3N 1B3 
        ",4.5
,"            Mein Mao
        ",6,https://www.yelp.ca/biz/mein-mao-vancouver?search_key=81487,"        (604) 558-1981
    ","             1578 Robson Street Vancouver ,  BC   V6G 1C2 
        ",3.0
,"            Lee Garden Seafood Restaurant
        ",26,https://www.yelp.ca/biz/lee-garden-seafood-restaurant-burnaby?search_key=82089,"        (604) 428-8885
    ","             6401 Kingsway Suite 110 Burnaby ,  BC   V5E 0A6 
        ",3.0
,"            Happy Date Bakery & Restaurant
        ",21,https://www.yelp.ca/biz/happy-date-bakery-and-restaurant-richmond?search_key=82089,"        (604) 273-3308
    ","             8135 Park Road Richmond ,  BC   V6Y 1S8 
        ",3.0
,"            Gala Cafe
        ",8,https://www.yelp.ca/biz/gala-cafe-burnaby?search_key=82089,"        (604) 620-9956
    ","             4429 Kingsway Suite 12 Burnaby ,  BC   V5H 2A1 
        ",3.0
,"            On On Wonton House
        ",22,https://www.yelp.ca/biz/on-on-wonton-house-burnaby?search_key=82089,"        (604) 437-4000
    ","             5640 Kingsway Burnaby ,  BC   V5H 2G5 
        ",3.0
,"            Smile Diner
        ",31,https://www.yelp.ca/biz/smile-diner-vancouver?search_key=86827,"        (604) 681-9911
    ","             424 W Pender Street Vancouver ,  BC   V6B 1T5 
        ",3.5
,"            BookKyung Ban Jeoum Korean
        ",33,https://www.yelp.ca/biz/bookkyung-ban-jeoum-korean-vancouver?search_key=86827,"        (604) 629-8822
    ","             1638 Robson St Vancouver ,  BC   V6G 1C7 
        ",3.0
,"            Hei Lum Mun Seafood Restaurant
        ",2,https://www.yelp.ca/biz/hei-lum-mun-seafood-restaurant-vancouver?search_key=86827,"        (604) 325-0783
    ","             5822 Victoria Drive Vancouver ,  BC   V5P 3W5 
        ",3.0
,"            Lao San Dong
        ",3,https://www.yelp.ca/biz/lao-san-dong-burnaby?search_key=86827,,"             4487 Kingsway Burnaby ,  BC   V5H 
        ",3.5
,"            Amazing Chinese Cuisine
        ",1,https://www.yelp.ca/biz/amazing-chinese-cuisine-vancouver?search_key=86827,"        (604) 563-2006
    ","             530 Hornby Street Vancouver ,  BC   V6C 3B6 
        ",4.0
,"            Duotian Fish Soup Noodles Restaurant
        ",35,https://www.yelp.ca/biz/duotian-fish-soup-noodles-restaurant-vancouver?search_key=86827,"        (604) 566-9612
    ","             2800 E 1st Avenue Suite 212 Vancouver ,  BC   V5M 4N9 
        ",3.0
,"            Coco Noodle Express
        ",24,https://www.yelp.ca/biz/coco-noodle-express-vancouver?search_key=86827,"        (604) 609-2678
    ","             382 Robson Street Vancouver ,  BC   V6B 2B2 
        ",3.5
,"            Lao San Dong
        ",3,https://www.yelp.ca/biz/lao-san-dong-burnaby?search_key=62587,,"             4487 Kingsway Burnaby ,  BC   V5H 
        ",3.5
,"            Sun Ying Chinese
        ",1,https://www.yelp.ca/biz/sun-ying-chinese-vancouver?search_key=86827,"        (604) 569-1268
    ","             5763 Victoria Drive Vancouver ,  BC   V5P 3W5 
        ",3.0
,"            Chef Liu Kitchen
        ",4,https://www.yelp.ca/biz/chef-liu-kitchen-richmond?search_key=62587,,"             8260 Westminster Hwy Richmond ,  BC   V6X 1A7 
        ",4.0
,"            Shanghai Goodies
        ",3,https://www.yelp.ca/biz/shanghai-goodies-richmond?search_key=62587,"        (604) 232-1227
    ","             4311 Hazelbridge Way Richmond ,  BC   V6X 3V7 
        ",3.5
,"            Taiwan Taipei Original Pot
        ",6,https://www.yelp.ca/biz/taiwan-taipei-original-pot-richmond?search_key=62587,"        (778) 297-9777
    ","             8580 Alexandra Road Suite 1160 Richmond ,  BC   V6X 4B3 
        ",3.5
,"            Bite @ the Quay
        ",12,https://www.yelp.ca/biz/bite-the-quay-north-vancouver-2?search_key=62587,"        (604) 770-2483
    ","             123 Carrie Cates Court Suite 217 North Vancouver ,  BC   V7M 3K7 
        ",3.0
,"            Double One Chinese Restaurant
        ",14,https://www.yelp.ca/biz/double-one-chinese-restaurant-burnaby?search_key=46225,"        (604) 291-7832
    ","             4057 Hastings Street Burnaby ,  BC   V5C 2J1 
        ",3.5
,"            Han Ju Tofu Hot Pot
        ",32,https://www.yelp.ca/biz/han-ju-tofu-hot-pot-burnaby?search_key=46225,"        (604) 434-8098
    ","             4500 Kingsway Suite 1218 Burnaby ,  BC   V5H 
        ",3.0
,"            Newen Cafe
        ",4,https://www.yelp.ca/biz/newen-cafe-new-westminster?search_key=46225,"        (604) 515-8922
    ","             538 Ewen Avenue New Westminster ,  BC   V3M 
        ",4.0
,"            New Lakeview Seafood & Wunton
        ",27,https://www.yelp.ca/biz/new-lakeview-seafood-and-wunton-burnaby?search_key=46225,"        (604) 521-8917
    ","             7765 6th Street Burnaby ,  BC   V3N 3M9 
        ",3.5
,"            Kent’s Kitchen
        ",28,https://www.yelp.ca/biz/kents-kitchen-vancouver-2?search_key=46225,"        (604) 669-2237
    ","             232 Keefer Street Vancouver ,  BC   V6A 1X5 
        ",3.5
,"            Traditional Chinese BBQ House
        ",1,https://www.yelp.ca/biz/traditional-chinese-bbq-house-vancouver?search_key=46225,,"             3141 Kingsway Vancouver ,  BC   V5R 4B2 
        ",3.0
,"            Bubble Waffle Cafe
        ",9,https://www.yelp.ca/biz/bubble-waffle-cafe-vancouver-2?search_key=46225,"        (604) 620-4444
    ","             Royal Centre Food Court 1055 W Georgia Street, Suite 219 Vancouver ,  BC   V6E 
        ",3.0
,"            Fung May
        ",13,https://www.yelp.ca/biz/fung-may-burnaby?search_key=46225,"        (604) 433-6520
    ","             Crystal Mall 2301-4500 Kingsway Burnaby ,  BC   V5H 2A9 
        ",3.5
,"            Golden Szechuan Restaurant
        ",,https://www.yelp.ca/biz/golden-szechuan-restaurant-vancouver?search_key=21489,"        (604) 738-3648
    ","             1788 Broadway W Vancouver ,  BC   V6J 1Y1 
        ",
,"            HML Seafood Restaurant
        ",42,https://www.yelp.ca/biz/hml-seafood-restaurant-richmond-2?search_key=87268,"        (604) 270-8888
    ","             5890 No 3 Rd Ste 200 Richmond ,  BC   V6X 3P6 
        ",2.5
,"            Spicy Ginger Kitchen
        ",4,https://www.yelp.ca/biz/spicy-ginger-kitchen-north-vancouver?search_key=87268,"        (604) 929-0300
    ","             1022 Deep Cove Road North Vancouver ,  BC   V7G 1S3 
        ",3.5
,"            Pearl Castle Bubble Tea
        ",59,https://www.yelp.ca/biz/pearl-castle-bubble-tea-richmond?search_key=87268,"        (604) 279-0177
    ","             6551 No 3 Road Richmond ,  BC   V6Y 2B6 
        ",2.5
,"            MK Chop Chop BBQ House
        ",6,https://www.yelp.ca/biz/mk-chop-chop-bbq-house-vancouver?search_key=21489,"        (604) 428-4348
    ","             5755 Victoria Drive Vancouver ,  BC   V5P 3W5 
        ",3.0
,"            Victorious VinlaM Enterprises
        ",1,https://www.yelp.ca/biz/victorious-vinlam-enterprises-vancouver?search_key=21489,"        (604) 439-9881
    ","             3357 Kingsway Vancouver ,  BC   V5R 5K6 
        ",4.0
,"            Hu Hu Nan Chinese Restaurant
        ",,https://www.yelp.ca/biz/hu-hu-nan-chinese-restaurant-vancouver?search_key=21489,"        (604) 323-8093
    ","             8166 Main St Vancouver ,  BC   V5X 3L6 
        ",
,"            First Choice
        ",8,https://www.yelp.ca/biz/first-choice-burnaby?search_key=21489,"        (604) 521-0800
    ","             7080 Kingsway Burnaby ,  BC   V5E 1E5 
        ",3.0
,"            Van Dragon Chinese Restaurant
        ",13,https://www.yelp.ca/biz/van-dragon-chinese-restaurant-vancouver?search_key=21489,"        (604) 255-0680
    ","             2163 E Hastings Street Vancouver ,  BC   V5L 1V2 
        ",3.0
,"            The Boss Restaurant
        ",45,https://www.yelp.ca/biz/the-boss-restaurant-burnaby-2?search_key=21489,"        (604) 438-2677
    ","             4720 Kingsway Burnaby ,  BC   V5H 4J2 
        ",3.0
,"            Tasty Wok
        ",11,https://www.yelp.ca/biz/tasty-wok-vancouver?search_key=21489,"        (604) 327-7720
    ","             7180 Kerr Street Suite 110 Vancouver ,  BC   V5S 4W2 
        ",3.0
,"            Efendi Uyghur Restaurant
        ",5,https://www.yelp.ca/biz/efendi-uyghur-restaurant-vancouver-3?search_key=21489,"        (778) 379-7791
    ","             1345 Kingsway Vancouver ,  BC   V5V 3E3 
        ",4.5
,"            The Boss Bakery & Restaurant
        ",33,https://www.yelp.ca/biz/the-boss-bakery-and-restaurant-vancouver?search_key=21489,"        (604) 683-3860
    ","             532 Main Street Vancouver ,  BC   V6A 2T9 
        ",3.5
,"            Deer Lake Wonton House
        ",6,https://www.yelp.ca/biz/deer-lake-wonton-house-burnaby?search_key=87268,"        (604) 522-6063
    ","             5107 Canada Way Burnaby ,  BC   V5E 3N1 
        ",3.0
,"            Chun Hing
        ",6,https://www.yelp.ca/biz/chun-hing-richmond?search_key=34083,"        (604) 278-3055
    ","             3700 No 3 Road Richmond ,  BC   V6X 3X2 
        ",2.5
,"            Forum Gold Courts
        ",,https://www.yelp.ca/biz/forum-gold-courts-vancouver?search_key=59754,"        (604) 326-1121
    ","             5155 Victoria Drive Vancouver ,  BC   V5P 3V1 
        ",
,"            Giant Panda Szechuan Cuisine
        ",6,https://www.yelp.ca/biz/giant-panda-szechuan-cuisine-vancouver?search_key=59754,"        (604) 899-6126
    ","             88 W Pender St Vancouver ,  BC   V6B 6N9 
        ",2.5
,"            Wei Dao Cafe
        ",12,https://www.yelp.ca/biz/wei-dao-cafe-burnaby?search_key=59754,"        (604) 456-0351
    ","             5595 Kingsway Burnaby ,  BC   V5H 2G3 
        ",3.0
,"            Deer Lake Wonton House
        ",6,https://www.yelp.ca/biz/deer-lake-wonton-house-burnaby?search_key=59754,"        (604) 522-6063
    ","             5107 Canada Way Burnaby ,  BC   V5E 3N1 
        ",3.0
,"            Wu’s Wonton House
        ",5,https://www.yelp.ca/biz/wus-wonton-house-burnaby?search_key=59754,"        (604) 526-9500
    ","             7355 Edmonds Street Burnaby ,  BC   V3N 1A9 
        ",3.5
,"            Garden Villa Seafood Restaurant
        ",27,https://www.yelp.ca/biz/garden-villa-seafood-restaurant-vancouver?search_key=59754,"        (604) 688-3877
    ","             127 E Pender St Vancouver ,  BC   V6A 1T6 
        ",3.0
,"            99 BBQ House
        ",4,https://www.yelp.ca/biz/99-bbq-house-burnaby?search_key=59754,"        (778) 899-1899
    ","             4500 Kingsway Unit 2131 Burnaby ,  BC   V5H 
        ",3.0
,"            Boston Restaurant
        ",5,https://www.yelp.ca/biz/boston-restaurant-vancouver?search_key=59754,"        (778) 379-8868
    ","             5155 Victoria Drive Vancouver ,  BC   V5P 3V1 
        ",2.5
,"            Cheung Sing Herbal and Birds Nest
        ",1,https://www.yelp.ca/biz/cheung-sing-herbal-and-birds-nest-vancouver?search_key=59754,"        (604) 322-8063
    ","             5838 Victoria Dr Vancouver ,  BC   V5P 3W9 
        ",2.0
,"            Rainflower Seafood Restaurant
        ",39,https://www.yelp.ca/biz/rainflower-seafood-restaurant-richmond?search_key=64559,"        (604) 278-7288
    ","             3600 No 3 Road Richmond ,  BC   V6X 2C1 
        ",2.5
,"            Mitzie’s
        ",29,https://www.yelp.ca/biz/mitzies-vancouver?search_key=59754,"        (604) 689-9763
    ","             179 E Pender Street Vancouver ,  BC   V6A 
        ",3.0
,"            Master Hung BBQ Restaurant
        ",19,https://www.yelp.ca/biz/master-hung-bbq-restaurant-richmond?search_key=64559,"        (604) 272-3813
    ","             8780 Blundell Road Suite 140 Richmond ,  BC   V6Y 2N6 
        ",2.5
,"            Perfect Taste
        ",1,https://www.yelp.ca/biz/perfect-taste-burnaby?search_key=48202,"        (778) 300-1687
    ","             4500 Kingsway Suite 1011 Burnaby ,  BC   V5H 2B1 
        ",3.0
,"            Friends Bbq
        ",2,https://www.yelp.ca/biz/friends-bbq-vancouver?search_key=48202,,"             3129 Kingsway Vancouver ,  BC   V5R 5J9 
        ",4.0
,"            Prime Time Chicken
        ",11,https://www.yelp.ca/biz/prime-time-chicken-vancouver?search_key=48202,"        (604) 568-6999
    ","             416 Main St Vancouver ,  BC   V6A 
        ",3.0
,"            IPOH Asian House
        ",21,https://www.yelp.ca/biz/ipoh-asian-house-vancouver?search_key=48202,"        (604) 251-3322
    ","             2128 E Hastings Street Vancouver ,  BC   V5L 1V2 
        ",3.0
,"            Peaceful Restaurant
        ",6,https://www.yelp.ca/biz/peaceful-restaurant-vancouver-6?search_key=48202,"        (604) 313-1333
    ","             570 Dunsmuir Street Vancouver ,  BC   V6B 1Y1 
        ",2.0
,"            Bubble Waffle Cafe
        ",,https://www.yelp.ca/biz/bubble-waffle-cafe-vancouver-6?search_key=48202,"        (604) 256-4484
    ","             2605 E 49th Avenue Vancouver ,  BC   V5S 1J9 
        ",
,"            China Town
        ",6,https://www.yelp.ca/biz/china-town-vancouver?search_key=48202,,"             Pender Street Vancouver ,  BC 
        ",3.5
,"            Shi Art Express
        ",1,https://www.yelp.ca/biz/shi-art-express-vancouver?search_key=48202,,"             Oakridge Mall Food Court Vancouver ,  BC 
        ",2.0
,"            Crystal Palace
        ",5,https://www.yelp.ca/biz/crystal-palace-burnaby?search_key=64559,,"             4735 Willingdon Avenue Burnaby ,  BC   V5G 3G1 
        ",2.5
,"            Dim Sum Express
        ",11,https://www.yelp.ca/biz/dim-sum-express-vancouver?search_key=48202,"        (778) 881-3784
    ","             200 Howe Street Vancouver ,  BC   V6C 3L5 
        ",3.0
,"            Main Island Cafe
        ",9,https://www.yelp.ca/biz/main-island-cafe-burnaby?search_key=48202,"        (604) 437-3638
    ","             4250 Kingsway Suite 5 Burnaby ,  BC   V5H 4T7 
        ",2.5
,"            Yung Ho Soy Drink
        ",9,https://www.yelp.ca/biz/yung-ho-soy-drink-richmond?search_key=64559,"        (604) 304-3634
    ","             8181 Cambie Road Richmond ,  BC   V6X 3X9 
        ",2.5
,"            North Village Chinese Restaurant
        ",,https://www.yelp.ca/biz/north-village-chinese-restaurant-vancouver?search_key=41355,"        (604) 321-6329
    ","             6345 Fraser St Vancouver ,  BC   V5W 3A3 
        ",
,"            Garlic & Chili Restaurant
        ",6,https://www.yelp.ca/biz/garlic-and-chili-restaurant-burnaby?search_key=41355,"        (604) 298-8361
    ","             5901 E Broadway Suite 7 Burnaby ,  BC   V5B 
        ",3.5
,"            Ming Yuen Restaurant
        ",,https://www.yelp.ca/biz/ming-yuen-restaurant-vancouver?search_key=41355,"        (604) 879-3928
    ","             4030 Cambie St Vancouver ,  BC   V5Z 2X8 
        ",
,"            Paul’s Restaurant
        ",22,https://www.yelp.ca/biz/pauls-restaurant-burnaby?search_key=41355,"        (604) 298-6905
    ","             4621 Hastings Street Burnaby ,  BC   V5C 2K6 
        ",3.5
,"            Mr Chili Noodle House
        ",10,https://www.yelp.ca/biz/mr-chili-noodle-house-burnaby?search_key=41355,,"             3760 Hastings Street Burnaby ,  BC   V5C 2H5 
        ",3.0
,"            East One Chinese Seafood Restaurant
        ",13,https://www.yelp.ca/biz/east-one-chinese-seafood-restaurant-vancouver?search_key=41355,"        (604) 215-7875
    ","             2800 E 1st Avenue Vancouver ,  BC   V5M 4P3 
        ",2.5
,"            Meishan Restaurant
        ",8,https://www.yelp.ca/biz/meishan-restaurant-burnaby?search_key=41355,"        (604) 419-0822
    ","             4500 Kingsway Ste 1018 Burnaby ,  BC   V5H 
        ",2.5
,"            Chao Shou Wang
        ",12,https://www.yelp.ca/biz/chao-shou-wang-burnaby?search_key=41355,"        (778) 371-5033
    ","             2113-4500 Kingsway Burnaby ,  BC   V5H 
        ",3.5
,"            Yang’s Hotpot & BBQ Restaurant
        ",1,https://www.yelp.ca/biz/yangs-hotpot-and-bbq-restaurant-vancouver?search_key=41355,"        (604) 558-3048
    ","             3048 Kingsway Vancouver ,  BC   V5R 5J7 
        ",3.0
,"            Little Sheep Mongolian Hot Pot
        ",49,https://www.yelp.ca/biz/little-sheep-mongolian-hot-pot-burnaby?search_key=41355,"        (604) 434-0001
    ","             4755 Kingsway Ste 200 Burnaby ,  BC   V5H 4W2 
        ",3.0
,"            Main Island Cafe
        ",9,https://www.yelp.ca/biz/main-island-cafe-burnaby?search_key=22396,"        (604) 437-3638
    ","             4250 Kingsway Suite 5 Burnaby ,  BC   V5H 4T7 
        ",2.5
,"            Top Island Chinese Restaurant
        ",2,https://www.yelp.ca/biz/top-island-chinese-restaurant-vancouver?search_key=44343,,"             5763 Victoria Drive Vancouver ,  BC   V5P 3W5 
        ",3.5
,"            Gourmet Wok
        ",7,https://www.yelp.ca/biz/gourmet-wok-vancouver?search_key=44343,"        (604) 688-5581
    ","             1689 Johnston St Vancouver ,  BC   V6H 3R9 
        ",2.0
,"            Old Ginger
        ",,https://www.yelp.ca/biz/old-ginger-vancouver-2?search_key=44343,"        (604) 559-6798
    ","             514 W Broadway Vancouver ,  BC   V5Z 1E9 
        ",
,"            The Boss Restaurant
        ",45,https://www.yelp.ca/biz/the-boss-restaurant-burnaby-2?search_key=22396,"        (604) 438-2677
    ","             4720 Kingsway Burnaby ,  BC   V5H 4J2 
        ",3.0
